symbol,stop,target,cost
qqq
smh
lrcx,247
googl
mrvl,236
sndk,1400
alab
intc,88
ttmi,100,137,110
orcl
ceg
smh
pfe
rcl
tsla,344,440
glw,145
now,138
inod,55
bntx,97
fsly,22
mrna,155,170,155
qcom,187
simo,250
twlo,237
crwd,235
skhy,175
pfe,27
wdc,415
tsla,355
ibm,232
cost,880
avgo,335
